team1,team2,matchStartTime,team1score,team2score,homeodd,drawodd,awayodd,home_odd_win,draw_odd_win,away_odd_win,bookmakers_prediction
Arsenal,Leicester,16:00,2,1,1.26,4.57,9.0,1,0,0,1
Aston Villa,Manchester Utd,16:00,0,2,2.03,3.28,3.1,0,0,1,0
Blackburn,Birmingham,16:00,1,1,2.08,3.17,3.1,0,1,0,0
Bolton,Fulham,16:00,0,2,1.95,3.22,3.37,0,0,1,0
Charlton,Southampton,16:00,2,1,2.0,3.22,3.25,1,0,0,1
Chelsea,Leeds,16:00,1,0,1.34,4.04,7.83,1,0,0,1
Liverpool,Newcastle,16:00,1,1,2.03,3.25,3.13,0,1,0,0
Manchester City,Everton,16:00,5,1,1.97,3.2,3.35,1,0,0,1
Portsmouth,Middlesbrough,16:00,5,1,2.08,3.18,3.08,1,0,0,1
Wolves,Tottenham,16:00,0,2,2.26,3.25,2.66,0,0,1,0
Southampton,Newcastle,21:00,3,3,3.22,3.28,2.0,0,1,0,0
Fulham,Arsenal,17:05,0,1,3.28,3.11,2.03,0,0,1,1
Newcastle,Wolves,16:00,1,1,1.24,4.8,9.33,0,1,0,0
Birmingham,Liverpool,18:35,0,3,3.15,3.27,2.02,0,0,1,1
Everton,Bolton,16:00,1,2,2.16,3.2,2.92,0,0,1,0
Leeds,Charlton,16:00,3,3,2.49,3.15,2.51,0,1,0,0
Leicester,Portsmouth,16:00,3,1,2.42,3.2,2.52,1,0,0,1
Middlesbrough,Manchester City,16:00,2,1,2.07,3.2,3.1,1,0,0,1
Southampton,Aston Villa,16:00,1,1,2.7,3.25,2.25,0,1,0,0
Tottenham,Blackburn,16:00,1,0,2.18,3.22,2.85,1,0,0,1
Manchester Utd,Chelsea,13:30,1,1,2.05,3.18,3.15,0,1,0,0
Portsmouth,Arsenal,21:00,1,1,4.29,3.25,1.74,0,1,0,0
Liverpool,Middlesbrough,17:05,2,0,1.54,3.45,5.52,1,0,0,1
Aston Villa,Tottenham,16:00,1,0,1.71,3.27,4.43,1,0,0,1
Bolton,Leeds,15:00,4,1,2.32,3.35,2.54,1,0,0,1
Blackburn,Manchester Utd,16:00,1,0,3.65,3.27,1.83,1,0,0,0
Charlton,Leicester,16:00,2,2,1.79,3.35,3.82,0,1,0,0
Chelsea,Southampton,16:00,4,0,1.46,3.72,5.77,1,0,0,1
Manchester City,Newcastle,16:00,1,0,2.46,3.17,2.49,1,0,0,1
Portsmouth,Fulham,16:00,1,1,2.05,3.2,3.12,0,1,0,0
Wolves,Everton,16:00,2,1,2.3,3.17,2.67,1,0,0,1
Arsenal,Birmingham,13:30,0,0,1.43,3.92,5.87,0,1,0,0
Tottenham,Arsenal,17:00,2,2,4.47,3.33,1.69,0,1,0,0
Newcastle,Chelsea,15:00,2,1,2.5,3.15,2.47,1,0,0,0
Birmingham,Wolves,13:00,2,2,1.62,3.33,4.93,0,1,0,0
Leeds,Portsmouth,12:30,1,2,1.96,3.22,3.33,0,0,1,0
Everton,Blackburn,16:00,0,1,2.19,3.0,3.06,0,0,1,0
Fulham,Charlton,16:00,2,0,2.2,3.18,2.85,1,0,0,1
Leicester,Manchester City,16:00,1,1,2.48,3.22,2.45,0,1,0,0
Manchester Utd,Liverpool,16:00,0,1,1.81,3.23,3.89,0,0,1,0
Middlesbrough,Aston Villa,16:00,1,2,2.23,3.18,2.8,0,0,1,0
Southampton,Bolton,16:00,1,2,1.95,3.22,3.38,0,0,1,0
Manchester Utd,Charlton,21:00,2,0,1.35,3.92,8.03,1,0,0,1
Aston Villa,Newcastle,15:00,0,0,2.3,3.12,2.73,0,1,0,0
Bolton,Tottenham,16:00,2,0,2.21,3.18,2.83,1,0,0,1
Charlton,Birmingham,16:00,1,1,2.1,3.18,3.05,0,1,0,0
Chelsea,Everton,16:00,0,0,1.36,4.0,7.28,0,1,0,0
Liverpool,Fulham,16:00,0,0,1.53,3.48,5.55,0,1,0,0
Manchester City,Southampton,16:00,1,3,1.94,3.17,3.47,0,0,1,0
Wolves,Middlesbrough,16:00,2,0,2.58,3.22,2.35,1,0,0,0
Blackburn,Leicester,16:00,1,0,1.9,3.33,3.43,1,0,0,1
Portsmouth,Manchester Utd,13:30,1,0,4.7,3.37,1.64,1,0,0,0
Arsenal,Leeds,21:00,5,0,1.3,4.16,8.83,1,0,0,1
Manchester Utd,Leicester,21:00,1,0,1.25,4.8,8.83,1,0,0,1
Leeds,Everton,20:45,1,1,2.18,3.18,2.88,0,1,0,0
Fulham,Blackburn,21:00,3,4,1.97,3.22,3.33,0,0,1,0
Aston Villa,Chelsea,16:00,3,2,3.37,3.18,1.98,1,0,0,0
Liverpool,Charlton,16:00,0,1,1.59,3.4,5.05,0,0,1,0
Middlesbrough,Southampton,16:00,3,1,2.02,3.2,3.22,1,0,0,1
Portsmouth,Birmingham,16:00,3,1,2.3,3.22,2.65,1,0,0,1
Tottenham,Manchester City,16:00,1,1,2.07,3.2,3.12,0,1,0,0
Wolves,Bolton,16:00,1,2,2.34,3.18,2.6,0,0,1,0
Newcastle,Arsenal,17:00,0,0,2.95,3.15,2.17,0,1,0,0
Birmingham,Manchester Utd,16:00,1,2,4.33,3.33,1.71,0,0,1,1
Blackburn,Leeds,16:00,1,2,2.05,3.17,3.17,0,0,1,0
Bolton,Aston Villa,16:00,2,2,2.38,3.15,2.6,0,1,0,0
Charlton,Portsmouth,16:00,1,1,1.76,3.33,3.97,0,1,0,0
Chelsea,Middlesbrough,16:00,0,0,1.39,3.85,7.0,0,1,0,0
Leicester,Fulham,16:00,0,2,2.31,3.15,2.7,0,0,1,0
Manchester City,Wolves,16:00,3,3,1.57,3.45,5.35,0,1,0,0
Everton,Tottenham,21:00,3,1,2.2,3.12,2.91,1,0,0,1
Arsenal,Liverpool,13:30,4,2,1.82,3.22,3.91,1,0,0,1
Leeds,Leicester,21:00,3,2,2.03,3.2,3.2,1,0,0,1
Liverpool,Blackburn,16:00,4,0,1.58,3.38,5.23,1,0,0,1
Aston Villa,Manchester City,15:00,1,1,1.91,3.22,3.52,0,1,0,0
Fulham,Birmingham,16:00,0,0,2.13,3.17,3.0,0,1,0,0
Middlesbrough,Bolton,16:00,2,0,1.93,3.22,3.43,1,0,0,1
Newcastle,Everton,16:00,4,2,1.55,3.43,5.47,1,0,0,1
Tottenham,Chelsea,16:00,0,1,3.48,3.23,1.92,0,0,1,1
Wolves,Southampton,16:00,1,4,2.47,3.1,2.53,0,0,1,0
Arsenal,Manchester Utd,17:05,1,1,2.1,3.07,3.17,0,1,0,0
Leicester,Liverpool,16:00,0,0,3.32,3.2,1.99,0,1,0,0
Bolton,Newcastle,15:00,1,0,2.63,3.07,2.39,1,0,0,0
Blackburn,Portsmouth,16:00,1,2,1.7,3.33,4.33,0,0,1,0
Charlton,Aston Villa,16:00,1,2,2.18,3.12,2.94,0,0,1,0
Chelsea,Wolves,16:00,5,2,1.22,4.8,9.66,1,0,0,1
Everton,Middlesbrough,16:00,1,1,2.1,3.12,3.12,0,1,0,0
Manchester City,Fulham,16:00,0,0,1.95,3.22,3.37,0,1,0,0
Southampton,Tottenham,16:00,1,0,2.18,3.15,2.92,1,0,0,1
Birmingham,Leeds,13:30,4,1,1.8,3.28,3.91,1,0,0,1
Leeds,Manchester City,21:00,2,1,2.4,3.15,2.6,1,0,0,1
Portsmouth,Southampton,17:05,1,0,2.35,3.15,2.65,1,0,0,1
